review,ManualLabelling,date,year,clean_review,before_cleaning,after_cleaning,normalized_review,before_normalizing,after_normalizing,tokenize_review,standardlized_review,before_stopwords,after_stopwords,stopwords_removed_count,stemmed_review,before_stemming,after_stemming
"Gak jelas nh aplikasi, udh benar pilih gambar,tapi tetap aja ngulang mulu verifikasi nya",negatif,2023-05-21,2023,gak jelas nh aplikasi udh benar pilih gambar tapi tetap aja ngulang mulu verifikasi nya,14,15,tidak jelas nih aplikasi sudah benar pilih gambar tapi tetap saja mengulang mulu verifikasi nya,15,15,"['tidak', 'jelas', 'nih', 'aplikasi', 'sudah', 'benar', 'pilih', 'gambar', 'tapi', 'tetap', 'saja', 'mengulang', 'mulu', 'verifikasi', 'nya']","['tidak', 'nih', 'aplikasi', 'pilih', 'gambar', 'mengulang', 'mulu', 'verifikasi', 'nya']",15,9,6,tidak nih aplikasi pilih gambar ulang mulu verifikasi nya,9,9
"Pelayanan sangat memuaskan, profesional",positif,2020-12-26,2020,pelayanan sangat memuaskan profesional,4,4,pelayanan sangat memuaskan profesional,4,4,"['pelayanan', 'sangat', 'memuaskan', 'profesional']","['pelayanan', 'memuaskan', 'profesional']",4,3,1,layan muas profesional,3,3
masih ada yang tipu2 buat lowongan 🙏 untung saya blm jd berangkat ke bali,negatif,2020-09-23,2020,masih ada yang tipu buat lowongan untung saya blm jd berangkat ke bali,14,13,masih ada yang tipu buat lowongan untung saya belum jadi berangkat ke bali,13,13,"['masih', 'ada', 'yang', 'tipu', 'buat', 'lowongan', 'untung', 'saya', 'belum', 'jadi', 'berangkat', 'ke', 'bali']","['tipu', 'lowongan', 'untung', 'berangkat', 'bali']",13,5,8,tipu lowong untung berangkat bal,5,5
Informasi dunia kerja dan berita umum sangat bagus,positif,2020-11-15,2020,informasi dunia kerja dan berita umum sangat bagus,8,8,informasi dunia kerja dan berita umum sangat bagus,8,8,"['informasi', 'dunia', 'kerja', 'dan', 'berita', 'umum', 'sangat', 'bagus']","['informasi', 'dunia', 'kerja', 'berita', 'bagus']",8,5,3,informasi dunia kerja berita bagus,5,5
Aplikasi bagus buat cari kerja di masa pandemi,positif,2020-08-14,2020,aplikasi bagus buat cari kerja di masa pandemi,8,8,aplikasi bagus buat cari kerja di masa pandemik,8,8,"['aplikasi', 'bagus', 'buat', 'cari', 'kerja', 'di', 'masa', 'pandemik']","['aplikasi', 'bagus', 'cari', 'kerja', 'pandemik']",8,5,3,aplikasi bagus cari kerja pandemik,5,5
Baguss dan sangt berguna untuk mencari pekerjaan,positif,2023-05-19,2023,baguss dan sangt berguna untuk mencari pekerjaan,7,7,bagus dan sangt berguna untuk mencari pekerjaan,7,7,"['bagus', 'dan', 'sangt', 'berguna', 'untuk', 'mencari', 'pekerjaan']","['bagus', 'sangt', 'berguna', 'mencari', 'pekerjaan']",7,5,2,bagus sangt guna cari kerja,5,5
Ini aplikasi kirim kode kok lama bener ya. Ini kalau mau daftar gimana 😔,negatif,2023-09-15,2023,ini aplikasi kirim kode kok lama bener ya ini kalau mau daftar gimana,14,13,ini aplikasi kirim kode kok lama benar ya ini kalau mau daftar bagaimana,13,13,"['ini', 'aplikasi', 'kirim', 'kode', 'kok', 'lama', 'benar', 'ya', 'ini', 'kalau', 'mau', 'daftar', 'bagaimana']","['aplikasi', 'kirim', 'kode', 'ya', 'daftar']",13,5,8,aplikasi kirim kode ya daftar,5,5
"Mohon perbaiki sistem verifikasi manusianya, sangat menyusahkan sekali",negatif,2024-02-06,2024,mohon perbaiki sistem verifikasi manusianya sangat menyusahkan sekali,8,8,mohon perbaikan sistem verifikasi manusianya sangat menyusahkan sekali,8,8,"['mohon', 'perbaikan', 'sistem', 'verifikasi', 'manusianya', 'sangat', 'menyusahkan', 'sekali']","['mohon', 'perbaikan', 'sistem', 'verifikasi', 'manusianya', 'menyusahkan']",8,6,2,mohon baik sistem verifikasi manusia susah,6,6
"Aplikasi yang bermanfaat, menjalin hubungan proffesional bagus disini",positif,2023-11-03,2023,aplikasi yang bermanfaat menjalin hubungan proffesional bagus disini,8,8,aplikasi yang bermanfaat menjalin hubungan proffesional bagus disini,8,8,"['aplikasi', 'yang', 'bermanfaat', 'menjalin', 'hubungan', 'proffesional', 'bagus', 'disini']","['aplikasi', 'bermanfaat', 'menjalin', 'hubungan', 'proffesional', 'bagus']",8,6,2,aplikasi manfaat jalin hubung proffesional bagus,6,6
Sangat bagus dan membantu mendapat peluang berkarir,positif,2022-07-28,2022,sangat bagus dan membantu mendapat peluang berkarir,7,7,sangat bagus dan membantu mendapat peluang berkarir,7,7,"['sangat', 'bagus', 'dan', 'membantu', 'mendapat', 'peluang', 'berkarir']","['bagus', 'membantu', 'peluang', 'berkarir']",7,4,3,bagus bantu peluang berkarir,4,4
Kenpa susah dptari pakaiy akun... Sudah berulang kali gagal trus masuk di alikasi ini... Apa ada yg bisa mmbntu,negatif,2020-03-10,2020,kenpa susah dptari pakaiy akun sudah berulang kali gagal trus masuk di alikasi ini apa ada yg bisa mmbntu,19,19,kenpa susah dptari pakaiy akun sudah berulang kali gagal terus masuk di alikasi ini apa ada yang bisa mmbntu,19,19,"['kenpa', 'susah', 'dptari', 'pakaiy', 'akun', 'sudah', 'berulang', 'kali', 'gagal', 'terus', 'masuk', 'di', 'alikasi', 'ini', 'apa', 'ada', 'yang', 'bisa', 'mmbntu']","['kenpa', 'susah', 'dptari', 'pakaiy', 'akun', 'berulang', 'kali', 'gagal', 'masuk', 'alikasi', 'mmbntu']",19,11,8,kenpa susah dptari pakaiy akun ulang kali gagal masuk alikasi mmbntu,11,11
Bagus karena membantu mencari kerja yg sesuai harapan!!!,positif,2021-04-19,2021,bagus karena membantu mencari kerja yg sesuai harapan,8,8,bagus karena membantu mencari kerja yang sesuai harapan,8,8,"['bagus', 'karena', 'membantu', 'mencari', 'kerja', 'yang', 'sesuai', 'harapan']","['bagus', 'membantu', 'mencari', 'kerja', 'sesuai', 'harapan']",8,6,2,bagus bantu cari kerja sesuai harap,6,6
"sangat membantu dalam mencari pekerjaan, tidak lagi mencari kepastian di forum forum yang kejelesanya masi di ragukan",positif,2022-08-01,2022,sangat membantu dalam mencari pekerjaan tidak lagi mencari kepastian di forum forum yang kejelesanya masi di ragukan,17,17,sangat membantu dalam mencari pekerjaan tidak lagi mencari kepastian di forum forum yang kejelesanya masih di ragukan,17,17,"['sangat', 'membantu', 'dalam', 'mencari', 'pekerjaan', 'tidak', 'lagi', 'mencari', 'kepastian', 'di', 'forum', 'forum', 'yang', 'kejelesanya', 'masih', 'di', 'ragukan']","['membantu', 'mencari', 'pekerjaan', 'tidak', 'mencari', 'kepastian', 'forum', 'forum', 'kejelesanya', 'ragukan']",17,10,7,bantu cari kerja tidak cari pasti forum forum kejelesanya ragu,10,10
Ada masalah di verifikasi nya ya tolong di perbaiki segera:),negatif,2023-05-06,2023,ada masalah di verifikasi nya ya tolong di perbaiki segera,10,10,ada masalah di verifikasi nya ya tolong di perbaikan segera,10,10,"['ada', 'masalah', 'di', 'verifikasi', 'nya', 'ya', 'tolong', 'di', 'perbaikan', 'segera']","['verifikasi', 'nya', 'ya', 'tolong', 'perbaikan']",10,5,5,verifikasi nya ya tolong baik,5,5
Membantu dalam menyajikan pasaran dan lowongan kerja,positif,2022-01-31,2022,membantu dalam menyajikan pasaran dan lowongan kerja,7,7,membantu dalam menyajikan pasaran dan lowongan kerja,7,7,"['membantu', 'dalam', 'menyajikan', 'pasaran', 'dan', 'lowongan', 'kerja']","['membantu', 'menyajikan', 'pasaran', 'lowongan', 'kerja']",7,5,2,bantu saji pasar lowong kerja,5,5
Sangat membantu untuk menambah wawasan,positif,2021-04-14,2021,sangat membantu untuk menambah wawasan,5,5,sangat membantu untuk menambah wawasan,5,5,"['sangat', 'membantu', 'untuk', 'menambah', 'wawasan']","['membantu', 'menambah', 'wawasan']",5,3,2,bantu tambah wawas,3,3
Haduuhh capek banget verifikasi captcha invalid mulu ngulang2 gk bisa masuk ini🤦,negatif,2024-02-29,2024,haduuhh capek banget verifikasi captcha invalid mulu ngulang gk bisa masuk ini,12,12,haduuhh capek banget verifikasi captcha invalid mulu mengulang tidak bisa masuk ini,12,12,"['haduuhh', 'capek', 'banget', 'verifikasi', 'captcha', 'invalid', 'mulu', 'mengulang', 'tidak', 'bisa', 'masuk', 'ini']","['haduuhh', 'capek', 'banget', 'verifikasi', 'captcha', 'invalid', 'mulu', 'mengulang', 'tidak', 'masuk']",12,10,2,haduuhh capek banget verifikasi captcha invalid mulu ulang tidak masuk,10,10
Aplikasi nya bagus utk belajar dan menambah relasi,positif,2021-02-07,2021,aplikasi nya bagus utk belajar dan menambah relasi,8,8,aplikasi nya bagus untuk belajar dan menambah relasi,8,8,"['aplikasi', 'nya', 'bagus', 'untuk', 'belajar', 'dan', 'menambah', 'relasi']","['aplikasi', 'nya', 'bagus', 'belajar', 'menambah', 'relasi']",8,6,2,aplikasi nya bagus ajar tambah relasi,6,6
"Ga bisa login, ga jelas, aplikasi aneh, t*l*l",negatif,2023-10-01,2023,ga bisa login ga jelas aplikasi aneh t l l,8,10,tidak bisa login tidak jelas aplikasi aneh t l l,10,10,"['tidak', 'bisa', 'login', 'tidak', 'jelas', 'aplikasi', 'aneh', 't', 'l', 'l']","['tidak', 'login', 'tidak', 'aplikasi', 'aneh', 't', 'l', 'l']",10,8,2,tidak login tidak aplikasi aneh t l l,8,8
Wawasan informasi job makin tambah lebih baik kedepannya,positif,2022-05-06,2022,wawasan informasi job makin tambah lebih baik kedepannya,8,8,wawasan informasi kerja makin tambah lebih baik kedepannya,8,8,"['wawasan', 'informasi', 'kerja', 'makin', 'tambah', 'lebih', 'baik', 'kedepannya']","['wawasan', 'informasi', 'kerja', 'kedepannya']",8,4,4,wawas informasi kerja depan,4,4
ini gimana siii gk bisa log in.. verifikasi salah terus..,negatif,2024-02-19,2024,ini gimana siii gk bisa log in verifikasi salah terus,10,10,ini bagaimana siii tidak bisa log in verifikasi salah terus,10,10,"['ini', 'bagaimana', 'siii', 'tidak', 'bisa', 'log', 'in', 'verifikasi', 'salah', 'terus']","['siii', 'tidak', 'log', 'in', 'verifikasi', 'salah']",10,6,4,siii tidak log in verifikasi salah,6,6
Verifikasi berkali-kali tidak bisa login,negatif,2024-01-26,2024,verifikasi berkali kali tidak bisa login,5,6,verifikasi berkali kali tidak bisa login,6,6,"['verifikasi', 'berkali', 'kali', 'tidak', 'bisa', 'login']","['verifikasi', 'berkali', 'kali', 'tidak', 'login']",6,5,1,verifikasi kali kali tidak login,5,5
"Tes dulu, dev. Kalo bagus tambah in bintangnya jadi 7*",positif,2024-01-31,2024,tes dulu dev kalo bagus tambah in bintangnya jadi,10,9,tes dahulu dev kalau bagus tambah in bintangnya jadi,9,9,"['tes', 'dahulu', 'dev', 'kalau', 'bagus', 'tambah', 'in', 'bintangnya', 'jadi']","['tes', 'dev', 'bagus', 'in', 'bintangnya']",9,5,4,tes dev bagus in bintang,5,5
Sangat membantu mencari informasi dan jaringan,positif,2020-09-09,2020,sangat membantu mencari informasi dan jaringan,6,6,sangat membantu mencari informasi dan jaringan,6,6,"['sangat', 'membantu', 'mencari', 'informasi', 'dan', 'jaringan']","['membantu', 'mencari', 'informasi', 'jaringan']",6,4,2,bantu cari informasi jaring,4,4
"Setiap verifikasi login selalu dikasih notifikasi "" respon kode noCAPTCHA anda tidak valid atau belum diisi""",negatif,2024-03-03,2024,setiap verifikasi login selalu dikasih notifikasi respon kode nocaptcha anda tidak valid atau belum diisi,16,15,setiap verifikasi login selalu dikasih notifikasi respons kode nocaptcha anda tidak valid atau belum diisi,15,15,"['setiap', 'verifikasi', 'login', 'selalu', 'dikasih', 'notifikasi', 'respons', 'kode', 'nocaptcha', 'anda', 'tidak', 'valid', 'atau', 'belum', 'diisi']","['verifikasi', 'login', 'dikasih', 'notifikasi', 'respons', 'kode', 'nocaptcha', 'tidak', 'valid', 'diisi']",15,10,5,verifikasi login kasih notifikasi respons kode nocaptcha tidak valid isi,10,10
Aplikasi yang bagus untuk pencari kerja. 👍👍👍,positif,2020-02-10,2020,aplikasi yang bagus untuk pencari kerja,7,6,aplikasi yang bagus untuk pencari kerja,6,6,"['aplikasi', 'yang', 'bagus', 'untuk', 'pencari', 'kerja']","['aplikasi', 'bagus', 'pencari', 'kerja']",6,4,2,aplikasi bagus cari kerja,4,4
baguss tapi masih perlu beberpa peningkatan,positif,2022-04-16,2022,baguss tapi masih perlu beberpa peningkatan,6,6,bagus tapi masih perlu beberpa peningkatan,6,6,"['bagus', 'tapi', 'masih', 'perlu', 'beberpa', 'peningkatan']","['bagus', 'beberpa', 'peningkatan']",6,3,3,bagus beberpa tingkat,3,3
Sangat bagus untuk menjalin kerja sama dg rekanan,positif,2020-01-05,2020,sangat bagus untuk menjalin kerja sama dg rekanan,8,8,sangat bagus untuk menjalin kerja sama dengan rekanan,8,8,"['sangat', 'bagus', 'untuk', 'menjalin', 'kerja', 'sama', 'dengan', 'rekanan']","['bagus', 'menjalin', 'kerja', 'rekanan']",8,4,4,bagus jalin kerja rekan,4,4
"Gk bsa ngpa""in .login gk bsa dftr bru gk bsa juga",negatif,2023-12-22,2023,gk bsa ngpa in login gk bsa dftr bru gk bsa juga,11,12,tidak bisa ngpa in login tidak bisa dftr baru tidak bisa juga,12,12,"['tidak', 'bisa', 'ngpa', 'in', 'login', 'tidak', 'bisa', 'dftr', 'baru', 'tidak', 'bisa', 'juga']","['tidak', 'ngpa', 'in', 'login', 'tidak', 'dftr', 'tidak']",12,7,5,tidak ngpa in login tidak dftr tidak,7,7
"Gajelas aplikasinya, keamanan terus ga bisa masukk, yg mau install dri pda marah2 mending jangan",negatif,2022-11-08,2022,gajelas aplikasinya keamanan terus ga bisa masukk yg mau install dri pda marah mending jangan,15,15,tidak jelas aplikasi nya keamanan terus tidak bisa masukk yang mau install dari pda marah mending jangan,15,17,"['tidak', 'jelas', 'aplikasi', 'nya', 'keamanan', 'terus', 'tidak', 'bisa', 'masukk', 'yang', 'mau', 'install', 'dari', 'pda', 'marah', 'mending', 'jangan']","['tidak', 'aplikasi', 'nya', 'keamanan', 'tidak', 'masukk', 'install', 'pda', 'marah', 'mending']",17,10,7,tidak aplikasi nya aman tidak masukk install pda marah mending,10,10
Kualitas ok untuk loker dan valid,positif,2023-01-28,2023,kualitas ok untuk loker dan valid,6,6,kualitas oke untuk loker dan valid,6,6,"['kualitas', 'oke', 'untuk', 'loker', 'dan', 'valid']","['kualitas', 'oke', 'loker', 'valid']",6,4,2,kualitas oke loker valid,4,4
Lebih berpengalaman dalam menjalin informasi yang menarik dari pembisnis...bila perlu informasi modal bisnis....,positif,2020-09-01,2020,lebih berpengalaman dalam menjalin informasi yang menarik dari pembisnis bila perlu informasi modal bisnis,13,14,lebih berpengalaman dalam menjalin informasi yang menarik dari pembisnis bila perlu informasi modal bisnis,14,14,"['lebih', 'berpengalaman', 'dalam', 'menjalin', 'informasi', 'yang', 'menarik', 'dari', 'pembisnis', 'bila', 'perlu', 'informasi', 'modal', 'bisnis']","['berpengalaman', 'menjalin', 'informasi', 'menarik', 'pembisnis', 'informasi', 'modal', 'bisnis']",14,8,6,alam jalin informasi tarik bisnis informasi modal bisnis,8,8
"Tidak bisa login, login selalu error",negatif,2023-06-22,2023,tidak bisa login login selalu error,6,6,tidak bisa login login selalu error,6,6,"['tidak', 'bisa', 'login', 'login', 'selalu', 'error']","['tidak', 'login', 'login', 'error']",6,4,2,tidak login login error,4,4
"Verifikasi ketika ingin masuk selalu GAGAL, ini menyebalkan.",negatif,2023-12-18,2023,verifikasi ketika ingin masuk selalu gagal ini menyebalkan,8,8,verifikasi ketika ingin masuk selalu gagal ini menyebalkan,8,8,"['verifikasi', 'ketika', 'ingin', 'masuk', 'selalu', 'gagal', 'ini', 'menyebalkan']","['verifikasi', 'masuk', 'gagal', 'menyebalkan']",8,4,4,verifikasi masuk gagal sebal,4,4
"""Respon kode noCAPTCHA Anda tidak valid atau belum diisi"" Padahal saya sudah mengisi dengan benar",negatif,2023-08-02,2023,respon kode nocaptcha anda tidak valid atau belum diisi padahal saya sudah mengisi dengan benar,15,15,respons kode nocaptcha anda tidak valid atau belum diisi padahal saya sudah mengisi dengan benar,15,15,"['respons', 'kode', 'nocaptcha', 'anda', 'tidak', 'valid', 'atau', 'belum', 'diisi', 'padahal', 'saya', 'sudah', 'mengisi', 'dengan', 'benar']","['respons', 'kode', 'nocaptcha', 'tidak', 'valid', 'diisi', 'mengisi']",15,7,8,respons kode nocaptcha tidak valid isi isi,7,7
"Kok gabisa download ya, gagal terus. Ada yang tau solusinya gmn ga?",negatif,2022-05-16,2022,kok gabisa download ya gagal terus ada yang tau solusinya gmn ga,12,12,kok tidak bisa unduh ya gagal terus ada yang tahu solusinya bagaimana tidak,12,13,"['kok', 'tidak', 'bisa', 'unduh', 'ya', 'gagal', 'terus', 'ada', 'yang', 'tahu', 'solusinya', 'bagaimana', 'tidak']","['tidak', 'unduh', 'ya', 'gagal', 'solusinya', 'tidak']",13,6,7,tidak unduh ya gagal solusi tidak,6,6
Verifikasi gagal terus tidak bisa masuk,negatif,2023-08-02,2023,verifikasi gagal terus tidak bisa masuk,6,6,verifikasi gagal terus tidak bisa masuk,6,6,"['verifikasi', 'gagal', 'terus', 'tidak', 'bisa', 'masuk']","['verifikasi', 'gagal', 'tidak', 'masuk']",6,4,2,verifikasi gagal tidak masuk,4,4
Aplikasi bagus untuk menunjang profesionalitas profesi,positif,2021-08-12,2021,aplikasi bagus untuk menunjang profesionalitas profesi,6,6,aplikasi bagus untuk menunjang profesionalitas profesi,6,6,"['aplikasi', 'bagus', 'untuk', 'menunjang', 'profesionalitas', 'profesi']","['aplikasi', 'bagus', 'menunjang', 'profesionalitas', 'profesi']",6,5,1,aplikasi bagus tunjang profesionalitas profesi,5,5
Susah sekali masuknya.kayak kita nyuri aja.Bintang 1 pun ga layak.kesal,negatif,2022-09-19,2022,susah sekali masuknya kayak kita nyuri aja bintang pun ga layak kesal,10,12,susah sekali masuknya kayak kita nyuri saja bintang pun tidak layak kesal,12,12,"['susah', 'sekali', 'masuknya', 'kayak', 'kita', 'nyuri', 'saja', 'bintang', 'pun', 'tidak', 'layak', 'kesal']","['susah', 'masuknya', 'kayak', 'nyuri', 'bintang', 'tidak', 'layak', 'kesal']",12,8,4,susah masuk kayak nyuri bintang tidak layak kesal,8,8
"Aplikasi ini membantu saya berinteraksi dengan calon atasan saya, dan membantu saya untuk mendaptkan pekerjaan",positif,2023-10-02,2023,aplikasi ini membantu saya berinteraksi dengan calon atasan saya dan membantu saya untuk mendaptkan pekerjaan,15,15,aplikasi ini membantu saya berinteraksi dengan calon atasan saya dan membantu saya untuk mendaptkan pekerjaan,15,15,"['aplikasi', 'ini', 'membantu', 'saya', 'berinteraksi', 'dengan', 'calon', 'atasan', 'saya', 'dan', 'membantu', 'saya', 'untuk', 'mendaptkan', 'pekerjaan']","['aplikasi', 'membantu', 'berinteraksi', 'calon', 'atasan', 'membantu', 'mendaptkan', 'pekerjaan']",15,8,7,aplikasi bantu interaksi calon atas bantu mendaptkan kerja,8,8
Sangat membantu saat ingin mencari informasi kerja,positif,2020-08-30,2020,sangat membantu saat ingin mencari informasi kerja,7,7,sangat membantu saat ingin mencari informasi kerja,7,7,"['sangat', 'membantu', 'saat', 'ingin', 'mencari', 'informasi', 'kerja']","['membantu', 'mencari', 'informasi', 'kerja']",7,4,3,bantu cari informasi kerja,4,4
"Gila terfokus bahasa inggris, nggak ada filter bahasa begara sendiri...",negatif,2022-05-23,2022,gila terfokus bahasa inggris nggak ada filter bahasa begara sendiri,10,10,gila terfokus bahasa inggris tidak ada filter bahasa begara sendiri,10,10,"['gila', 'terfokus', 'bahasa', 'inggris', 'tidak', 'ada', 'filter', 'bahasa', 'begara', 'sendiri']","['gila', 'terfokus', 'bahasa', 'inggris', 'tidak', 'filter', 'bahasa', 'begara']",10,8,2,gila fokus bahasa inggris tidak filter bahasa begara,8,8
Sangat bermanfaat dan mudah dipelajari,positif,2021-09-02,2021,sangat bermanfaat dan mudah dipelajari,5,5,sangat bermanfaat dan mudah dipelajari,5,5,"['sangat', 'bermanfaat', 'dan', 'mudah', 'dipelajari']","['bermanfaat', 'mudah', 'dipelajari']",5,3,2,manfaat mudah ajar,3,3
Aplikasi yang sangat bagus buat pencari kerja,positif,2021-10-02,2021,aplikasi yang sangat bagus buat pencari kerja,7,7,aplikasi yang sangat bagus buat pencari kerja,7,7,"['aplikasi', 'yang', 'sangat', 'bagus', 'buat', 'pencari', 'kerja']","['aplikasi', 'bagus', 'pencari', 'kerja']",7,4,3,aplikasi bagus cari kerja,4,4
Hubungan kerja simpel dan praktis,positif,2021-09-27,2021,hubungan kerja simpel dan praktis,5,5,hubungan kerja simpel dan praktis,5,5,"['hubungan', 'kerja', 'simpel', 'dan', 'praktis']","['hubungan', 'kerja', 'simpel', 'praktis']",5,4,1,hubung kerja simpel praktis,4,4
Apk@ Sangat Membantu Para Generasi Muda Yang Belum Ada Pekerjaan...,positif,2023-09-07,2023,apk sangat membantu para generasi muda yang belum ada pekerjaan,10,10,aplikasi sangat membantu para generasi muda yang belum ada pekerjaan,10,10,"['aplikasi', 'sangat', 'membantu', 'para', 'generasi', 'muda', 'yang', 'belum', 'ada', 'pekerjaan']","['aplikasi', 'membantu', 'generasi', 'muda', 'pekerjaan']",10,5,5,aplikasi bantu generasi muda kerja,5,5
